0,1
2,0.95
4,1
6,0.95
8,1
10,0.95
12,1
14,0.95
16,1
18,0.95
20,1
22,0.95
24,1
26,0.95
28,1
30,0.95
32,1
34,0.95
36,1
38,0.95
40,1
42,0.95
44,1
46,0.95
48,1
50,0.95
52,1
54,0.95
56,1
58,0.95
60,1
62,0.95
64,1
66,0.95
68,1
70,0.95
72,1
74,0.95
76,1
78,0.95
80,1
82,0.95
84,1
86,0.95
88,1
90,0.95
92,1
94,0.95
96,1
98,0.95
100,1
102,0.95
104,1
106,0.95
108,1
110,0.95
112,1
114,0.95
116,1
118,0.95
120,1
122,0.95
124,1
126,0.95
128,1
130,0.95
132,1
134,0.95
136,1
138,0.95
140,1
142,0.95
144,1
146,0.95
148,1
150,0.95
152,1
154,0.95
156,1
158,0.95
160,1
162,0.95
164,1
166,0.95
168,1
170,0.95
172,1
174,0.95
176,1
178,0.95
180,1
182,0.95
184,1
186,0.95
188,1
190,0.95
192,1
194,0.95
196,1
198,0.95
200,1
202,0.95
204,1
206,0.95
208,1
210,0.95
212,1
214,0.95
216,1
218,0.95
220,1
222,0.95
224,1
226,0.95
228,1
230,0.95
232,1
234,0.95
236,1
238,0.95
240,1
242,0.95
244,1
246,0.95
248,1
250,0.95
252,1
254,0.95
256,1
258,0.95
260,1
262,0.95
264,1
266,0.95
268,1
270,0.95
272,1
274,0.95
276,1
278,0.95
280,1
282,0.95
284,1
286,0.95
288,1
290,0.95
292,1
294,0.95
296,1
298,0.95
300,1
302,0.95
304,1
306,0.95
308,1
310,0.95
312,1
314,0.95
316,1
318,0.95
320,1
322,0.95
324,1
326,0.95
328,1
330,0.95
332,1
334,0.95
336,1
338,0.95
340,1
342,0.95
344,1
346,0.95
348,1
350,0.95
352,1
354,0.95
356,1
358,0.95
360,1
